id,premise,hypothesis,label_string,label
QrQT95IzcB,"In sale and leaseback sub-leases, risks and rewards incidental to the head lease are, in general, substantially borne by the KION Group subsidiaries.","In sale and leaseback sub-leases, risks and rewards incidental to the head lease are, in general, not borne by the KION Group subsidiaries at all.",negation,5
OYP1G4RyoI,The KION Group has come through the pandemic comparatively well so far.,"The KION Group has faced extreme financial difficulties during the pandemic, leading to bankruptcy filings.",worldknowledge,10
QzNpogtEJ6,"As you know, I took over as the new CEO of KION GROUP AG a little more than two months ago.","As you know, I took over as the new CEO of KION GROUP AG a little more than two months ago.",entailment,1
mRwLwSHPLr,"These essentially reflected impairment losses recognized on assets in connection with business in Russia, although these were partly offset by a boost to earnings from plan adjustments that affected defined benefit obligations.","These primarily indicated gains realized on assets in connection with business in Russia, even though these were somewhat negated by a decrease in earnings from plan adjustments that affected defined benefit obligations.",lexical,4
p8IIpuQBQR,"Its processes are intended to ensure the correctness of the internal and external financial reporting, the efficiency of the Company’s business operations, and compliance with key legal provisions and internal policies.",The Company is planning to expand its operations to international markets in the next fiscal year.,neutral,6
VAKMXHUFdd,"In 2019, an expense totaling €0.9 million was recognised under the relevant functional costs for free shares and bonus shares in connection with the employee share option programme (2018: €1.0 million). ",The company had a lower expense for share-based compensation in 2019 compared to 2018.,entailment,1
EyTUGRAcVU,The share of segment revenue generated by the service business stood at 25.1 per cent (2018: 26.2 per cent).,The service business's contribution to segment revenue decreased from 2018 to the reported year.,entailment,1
weDtfqm12H,"However, these non-GAAP measures should be considered only in addition to, but not in isolation or as a substitute for, the information prepared in accordance with IFRS.",These non-GAAP measures should be considered in isolation and as a complete substitute for the information prepared in accordance with IFRS.,negation,5
u7MfSczqKW,"It is also included in sustainability indices, namely the FTSE4Good Index Series, STOXX Europe Sustainability, and DAX 50 ESG.",The entity is recognized for its sustainability efforts by major financial indices.,entailment,1
xALrBiML1t,Personnel expenses went up by €16.4 million to €53.9 million.,The personnel expenses were €37.5 million before the increase.,entailment,1
IVDnimW3Qb,I would expect that our EBIT in absolute terms is slightly affected as well as the margin.,The company's EBIT and margin numbers will likely experience minor changes.,entailment,1
U10hXXVR0l,We do not express a separate audit opinion on the prospective information and on the assumptions used as a basis.,We express a separate audit opinion on the prospective information and on the assumptions used as a basis.,negation,5
WkXKs0Bwgg,"In July 2021, the KION Group began building industrial trucks at its new plant in Kołbaskowo, Poland.","In July 2021, the KION Group began building industrial trucks at its new plant in Kołbaskowo, Poland.",entailment,1
SXExzgBJPh,Dematic also expanded its portfolio through a partnership with Google Cloud aimed at accelerating cloud innovations and using these to develop the next generation of warehouse management solutions.,"Dematic, having no recent collaborations, failed to tap into cloud innovations for enhancing their warehouse management systems.",factive_embedding_verb,3
UscBYtDKjn,"Valeria Jimena Gargiulo joined the Executive Board of KION GROUP AG on May 1, 2023, in the newly created role of Chief People & Sustainability Officer (CPSO) and as Labor Relations Director.","KION GROUP AG celebrated the retirement of Valeria Jimena Gargiulo as Chief People & Sustainability Officer (CPSO) and Labor Relations Director on May 1, 2023.",factive_embedding_verb,3
Pa3rIge5Kf,Market risk can arise when the economy as a whole or a particular sector does not perform as well as had been anticipated in the outlook.,Market risk diminishes when the economy as a whole or a particular sector performs exactly as or better than what had been anticipated in the outlook.,factive_antonymity,2
thBNRiPxtU,The Supervisory Board is looking forward to a strong working relationship with him for the benefit of the Company.,The Supervisory Board is looking forward to a strong working relationship without him for the benefit of the Company.,structure,8
hX0S3EhDh2,"At the meetings, the board members discuss measures and business that, under the Executive Board’s rules of procedure, must be approved by the full Executive Board.",The full Executive Board has the authority to approve measures and business discussed in the meetings.,entailment,1
5WJD6ybQV7,"So far, only a small number of warehouses worldwide are automated or digitalized.","So far, a vast majority of warehouses worldwide are automated or digitalized.",structure,8
N8ckxeBDno,The fair value of the bonus shares to be granted is recognized as an expense and paid into capital reserves over the three-year holding period.,The fair value of the bonus shares to be granted is recognized as income and withdrawn from capital reserves over the three-year holding period.,antonymity,0
3fKxDcHzTP,"Besides increasing earnings, the focus here is on asset management and efficient use of capital.",The company is implementing strategies to optimize its financial resources.,entailment,1
QNx9QYZXt1,"At the start of 2024, the chairman of the Supervisory Board held discussions with investors about corporate governance matters relating to the Supervisory Board.",The company is planning to expand its operations into new international markets in 2024.,neutral,6
QqC4aRtrCN,"The impairment losses on property, plant, and equipment are reported under other expenses.","The impairment gains on property, plant, and equipment are reported under other expenses.",factive_antonymity,2
D6mRYP2n0u,"By an expected progression of the EU Taxonomy, further sets of criteria for further objectives and particularly industry-specific criteria inside as well as outside the EU Taxonomy could be the foundation to appropriately map economic activities and demonstrate key benefits.  ",Industry-specific criteria developed from the EU Taxonomy will enhance the understanding and representation of economic activities' environmental impacts.,entailment,1
1lqMlU5huV,"To determine the lifetime losses, for purposes of the valuation allowance, average loss rates are calculated on a collective basis in accordance with the past due status of the receivables.",The recent financial report includes a new methodology for assessing credit risk.,neutral,6
e6kDKucYeC,The minutes of the committee meetings are made available to all Supervisory Board members.,The minutes of the committee meetings are not made available to any Supervisory Board members.,negation,5
ush28ruS5m,"In the years ahead, around 50 variants of diesel and electric forklift trucks will be built on the platform, using standard components wherever possible.","In the years ahead, around 50 variants of diesel and electric forklift trucks will be built on the platform, using standard components wherever possible.",entailment,1
3JfmxHMuYe,Local restrictions on movements that were reimposed in many countries toward the end of 2021 as a result of these developments prevented a stronger recovery of the global economy.,Local restrictions on movements that were reimposed in many countries toward the end of 2021 as a result of these developments prevented a stronger recovery of the global economy.,entailment,1
8cbrPIEYVq,"When I talk about normalization, I’m talking, very clearly, we still expect about 4% compound annual growth rate per annum in the medium and long term on this industry.",Other industries might experience different growth rates due to varying market dynamics.,neutral,6
9N6ee0fgnV,"The total carrying amount for brand names as at December 31, 2021 was €939.7 million (December 31, 2020: €939.1 million).","The carrying value of the brand names on December 31, 2021, was reported as €950 million.",numeric,7
XrA0O2rlIG,The total remuneration of the members of the Executive Board pursuant to IFRS is shown in > TABLE 123.,The IFRS guidelines do not allow for the disclosure of executive remuneration details in financial statements.,worldknowledge,10
6H1ZU4pxGj,The report also reflects the requirements of German accounting standard (GAS) 17 and the German Commercial Code (HGB).,The report addresses the latest changes in international financial reporting standards (IFRS).,neutral,6
J6Fn1o1K1p,"To help increase the proportion of management positions occupied by women, the Executive Board has set targets that are published in the corporate governance statement.",The company plans to expand its operations into new international markets next year.,neutral,6
THQ2Ed1zok,"As a result, a large number of projects in the operating units are concerned with reducing energy consumption or emissions.","As a result, a large number of projects in the operating units are primarily focused on increasing energy consumption or emissions.",lexical,4
1DAO2qz55n,"According to the International Monetary Fund (IMF), the economies of developed countries grew by 5.0 percent over the course of 2021.","According to the International Monetary Fund (IMF), the economies of developed countries grew by 5.0 percent over the course of 2021.",entailment,1
TTkswuR7D7,"So I was wondering if you had concerns over site access to be able to access projects, just to understand what would drive your lower end of the range if it were to happen.",The project timelines are flexible to accommodate unforeseen delays.,neutral,6
EvH1u9yXc0,"Just following on, on the investments comment, perhaps you can just help us quantify how 2020 investment at the group level is going to differ to 2019 so we can just understand the expected ramp up there.",The company plans to increase its investment in 2020 compared to 2019.,entailment,1
159FYhbZQV,We are expecting to see significant growth in our core markets in the medium term.,We are expecting to see significant declines in our core markets in the medium term.,structure,8
lcCnZX4v9w,Standards ensure that new product developments are brought to market efficiently and quickly and make a major contribution to defining quality and minimum requirements.,The KION GROUP AG's share price increased due to its focus on environmental sustainability in its product lifecycle.,neutral,6
R8TG02cPUD,"The consolidated financial statements are prepared in euros, which is the Group’s presentation currency.","The consolidated financial statements are prepared in dollars, not euros, contradicting the Group’s stated presentation currency.",factive_antonymity,2
5HdKbxCtEf,"The Group’s EBIT adjusted for purchase price allocation effects and non-recurring items (adjusted EBIT) amounted to €841.8 million, which was up substantially (by 53.9 percent) on the figure for 2020 of €546.9 million.",The Group's adjusted EBIT in 2021 exceeded that of 2020.,entailment,1
BxGf3DHF22,"As at the end of 2021, inventories totaled €1,632.1 million (December 31, 2020: €1,101.0 million).","By the end of 2021, the inventory value was reported to be €1,450.3 million, showing a decrease from the €1,101.0 million recorded on December 31, 2020.",numeric,7
NVRveiVkyl,The measures had already begun to take effect by the fourth quarter of 2022.,The stock market showed significant volatility in the first quarter of 2023.,neutral,6
AySn1FMP4y,There is a dedicated supply chain sustainability team within the central purchasing department that organizes the sustainability strategy holistically and the work plan across the categories.,The company's profits have increased due to enhanced sustainability practices.,neutral,6
WWi4FQWs1d,The additional benefits were measured at the value calculated for tax purposes.,The additional benefits were ignored at the value calculated for tax purposes.,antonymity,0
A0La13ZIox,"The Supervisory Board approved the Company’s separate financial statements and consolidated financial statements for the year ended December 31, 2021 prepared by the Executive Board, thereby adopting the annual financial statements.","The Supervisory Board approved the Company’s separate financial statements and consolidated financial statements for the year ended December 31, 2021 prepared by the Executive Board, thereby adopting the annual financial statements.",entailment,1
NckKFluV3b,"Administrative expenses also jumped, by 17.1 per cent, to reach €546.9 million (2018: €467.1 million).",The increase in administrative expenses was due to the expansion of the company's operations.,neutral,6
JnFyfCHUYh,Our revenue and margin targets communicated at last year’s CMD for the group as well as for our business segments are valid.,The company has initiated new sustainability efforts this year.,neutral,6
cFkJp9mrfb,The rate of participation for the meetings of the Supervisory Board and its committees stood at around 93 percent.  ,The Supervisory Board and its committees have not yet held any meetings to record participation rates.,temporal,9
no3TnYbizd,"The Chairman of the Board of Directors of Linde Material Handling (Thailand) Co., Ltd., based in Pathum Thani, Thailand, recently announced a new sustainable energy initiative.","The Chairman of the Board of Directors of Linde Material Handling (Thailand) Co., Ltd., regrets announcing any sustainable energy initiative.",factive_embedding_verb,3
ZiFdmE2mWK,"In November 2021, the KION Group announced to relocate the production of STILL reach trucks from Hamburg to Stříbro in the Czech Republic.","In November 2021, the KION Group announced to relocate the production of STILL reach trucks from Hamburg to Stříbro in the Czech Republic.",entailment,1
JabqLZOyC1,The ultimate objective of the KION Group’s HR strategy is to provide the best possible support for the targeted implementation of the KION 2027 strategy.,The KION Group plans to expand its market share in Asia by 2025.,neutral,6
8MvDlNrdjX,The carrying amount of the asset is compared with its recoverable amount.,The asset has a recoverable amount that can be determined.,entailment,1
3KfOQVUDbh,And we’ll continue to come back and report to you how it’s going.  ,Progress updates will be given.,entailment,1
MYuFxVY3g0,"From a product perspective, the focus was on the ongoing development of energy-efficient solutions.","From a product perspective, the focus was on the ongoing development of energy-efficient solutions.",entailment,1
LGVxnHgGr6,This will have a positive impact on costs and efficiency and give the segment a competitive edge in terms of quality and sustainability.,This will have a positive impact on costs and efficiency and give the segment a competitive edge in terms of quality and sustainability.,entailment,1
C9dRzPaR9B,George Featherstone spoke during the KION GROUP AG Investor & Analyst Q3 2023 Update Call.,The Q3 2023 update call for KION GROUP AG included speakers from the company.,entailment,1
S9qWBfxzFh,"The impairment test is conducted at the level of the operating entities, which represent the cash-generating units, by determining the corresponding realisable amount and comparing that realisable amount with the corresponding carrying value.","The impairment test is not conducted at the level of the operating entities, nor does it involve comparing the realisable amount with the carrying value of the cash-generating units.",negation,5
bHK05R6xVh,"Moreover, the risk of a change in the fair value of a fixed-rate tranche of the promissory note that was issued in 2018 is hedged using an interest-rate swap, thereby creating a EURIBOR-based variable-rate obligation.",The interest-rate swap is used to manage the risk associated with the fluctuation in the fair value of the fixed-rate tranche.,entailment,1
Rt0I18MNMy,Financial liabilities are subject to settlement date accounting.,The market performance of the company has recently improved.,neutral,6
9shoiVjk4t,"Thanks to the boom in  e-commerce, the market for supply chain solutions is likely to grow to such an extent that it will overtake global forklift truck and warehouse technology business in just a few years’ time.","Thanks to the boom in  e-commerce, the market for supply chain solutions is likely to grow to such an extent that it will overtake global forklift truck and warehouse technology business in just a few years’ time.",entailment,1
auMgszqpif,The Supply Chain Solutions segment is also driving the scalability of products and solutions by refining its subsystems and standard modules.,The enhancements in subsystems and standard modules contribute to the scalability of products and solutions in the Supply Chain Solutions segment.,entailment,1
g7I3DaxcuG,"The 2018 tranche expired on December 31, 2020, and will be paid out in the first quarter of 2021.","The 2018 tranche commenced on December 31, 2020, and will be collected in the first quarter of 2021.",antonymity,0
5kuM9iRSN6,"The diverse membership of the Supervisory Board, which is made up of people with a wide range of experience, skills, and qualifications, helps to underpin the success of the Supervisory Board’s work.","The diverse membership of the Supervisory Board, which is made up of people with a wide range of experience, skills, and qualifications, helps to underpin the success of the Supervisory Board’s work.",entailment,1
xOUnbMMj9s,The 'Drive the Change – For Men and Women’ initiative has been active since 2019 and plays an active part in working groups to help drive forward this important issue.,The initiative has contributed to discussions and actions regarding gender equality since 2019.,entailment,1
e1qxWSJ2kU,Pension expenses essentially comprised the pension entitlements of €41.5 million vested in 2019 (2018: €41.4 million) and unrecognised past service income of €1.3 million (2018: cost of €1.4 million) arising from plan amendments and curtailments.,"The report stated that the pension expenses for 2019 included pension entitlements of €42.0 million and past service costs of €2.0 million due to plan amendments, a significant increase from the €41.4 million in pension entitlements and €1.4 million in past service costs reported in 2018.",numeric,7
aewaBR1hLf,A central coordinating KION Group function monitors the planning of building and plant engineering at the sites to ensure that the minimum energy standards are taken into account.,"The KION Group has postponed integrating a central coordinating function to oversee building and plant engineering plans for after the construction projects began, disregarding the minimum energy standards initially.",temporal,9
1PGs5CYlHB,Foreign-currency forwards with settlement dates in the same month as the expected cash flows from the Group’s operating activities are used as hedges.,The Group engages in speculative currency trading to boost its financial performance.,neutral,6
GaowtoJw53,"In the Industrial Trucks & Services segment, at least 75 percent of the currency risk related to the planned operating cash flows based on liquidity planning is normally hedged by currency forwards in accordance with the risk management policy.",The company employs currency forwards to mitigate a significant portion of currency risk in its Industrial Trucks & Services segment.,entailment,1
i0PBgHsSlQ,"While it will take longer for list price increases on new trucks to flow through, the margin quality of the backlog benefitted from recent list price increases.",Recent list price increases on new trucks have had an immediate negative impact on the margin quality of the backlog.,worldknowledge,10
e7qGdCYpGZ,"Accordingly, five shareholder representatives on the Supervisory Board should be independent of the Company and Executive Board (see recommendation C.7 of the GCGC).","Accordingly, five shareholder representatives on the Supervisory Board should be independent of the Company and Executive Board (see recommendation C.7 of the GCGC).",entailment,1
1vnRbJsOTs,A risk management policy issued by Corporate Treasury stipulates how to deal with the aforementioned risks.,The company has a separate environmental sustainability policy.,neutral,6
K7aybLg9Be,Leverage on net financial debt  Leverage on net financial debt is the ratio of net financial debt to adjusted EBITDA on an annualized basis.,Leverage on net financial debt  Leverage on net financial debt is the ratio of net financial debt to adjusted EBITDA on an annualized basis.,entailment,1
qv7frOOwNV,"Global bottlenecks in the supply of commodities and other products also escalated, thereby dampening the factors that were driving economic growth.","Global bottlenecks in the supply of commodities and other products also escalated, thereby dampening the factors that were driving economic growth.",entailment,1
qmulcKIET6,A specifically established team of dedicated sustainability specialists supports the implementation of this strategy.,The company plans to reduce its carbon footprint over the next five years.,neutral,6
8fJCQh41AD,But they are also having a part of the overall decrease in margin.,The margin is decreasing.,entailment,1
bAhXgrgV3u,"On October 4, 2021, KION GROUP AG entered into an agreement for a new syndicated revolving credit facility (RCF) with a reduced total volume of €1,000.0 million.","KION GROUP AG secured a syndicated revolving credit facility (RCF) on October 4, 2021, with an increased total volume of €1,200.0 million.",numeric,7
3PLFtEcj2j,Three new skills are-as were identified that the Nomination Committee and the Supervisory Board as a whole believed should be added as high-profile elements of the requirements catalog.,Three new skills are-as were identified that the Nomination Committee and the Supervisory Board as a whole believed should be added as high-profile elements of the requirements catalog.,entailment,1
JAKu8lj1VO,"Under this arrangement, Mr. Quek’s remuneration is structured as if he were liable for taxes and social security contributions in Singapore. ",Mr. Quek's salary takes into account Singapore's tax and social security systems.,entailment,1
zzZ7djKzPP,LMH EMEA received a gold ranking from the rating agency Ecovadis.,LMH EMEA has implemented new environmental policies in the past year.,neutral,6
8QYZLsp2vZ,"Customers are able to choose a quiet, emission-free alternative for even the most challenging applications, without having to allow for any loss of performance.","Customers must select a loud, polluting option for challenging applications, resulting in a significant decrease in performance.",antonymity,0
swnjKFU7Q0,The fair value of other financial investments was determined using prices quoted in an active market and other observable inputs.,The valuation of the investments incorporated current market prices.,entailment,1
T2Dvycz99C,"Equally, the inclusion of sustainability principles in the Group-wide KION Group Code of Compliance means they shape the actions of every individual in the company.",Employees at KION Group have different opinions about the new cafeteria menu.,neutral,6
NHfMqKJM4W,"Transcripts from the conference calls for the 2022 annual results and 2023 quarterly results, along with the associated presentations, form part of the extensive information for analysts and investors that is available on the Company’s website.","The analysts and investors frequently download other corporate documents, such as sustainability reports, from the Company’s website.",neutral,6
hFNxPEevcD,"In September 2021, Fitch Ratings raised the Group’s long-term issuer default rating from BBB– to BBB with a stable outlook.","In September 2021, Fitch Ratings raised the Group’s long-term issuer default rating from BBB– to BBB with a stable outlook.",entailment,1
aaNYffS1FG,"So, supply chain was really the greatest act in order to secure our supply chain.",The company has implemented advanced technology to track inventory levels.,neutral,6
U9KGG5esPf,The KION Group does not fall within the scope of the EU Emissions Trading System (EU ETS).,The KION Group is subject to the regulations of the EU Emissions Trading System (EU ETS).,lexical,4
496SyffwZj,The steps that the KION Group is taking to mitigate its competition risk also include making its plants more efficient and securing low-cost sources of supply.,The KION Group's strategy to reduce competition risk exclusively involves raising product prices and limiting production output.,worldknowledge,10
weN4n4ZElK,"And maybe a follow-up on the leases, reading the press release, I think the way you commented this is it was like you were extending leases to help your clients because of the long lead times.",The press release mentioned also outlines new financial strategies the company is considering to implement in the next fiscal year.,neutral,6
7zV5XFm7jK,The European Central Bank (ECB) progressively raised the interest rate for its deposit facility to 4.0 percent over the course of 2023.,The European Central Bank (ECB) did not increase the interest rate for its deposit facility throughout 2023.,negation,5
EnPddPWGBg,"For sale and leaseback sublease contracts concluded until and including 31 December 2017, an asset and a lease liability is accounted for taking advantage of the right of continuance specified in IFRS 16.","IFRS 16 does not provide a provision for the accounting of assets or lease liabilities in sale and leaseback or sublease contracts, making them ineligible for such financial reporting.",worldknowledge,10
Xh5CGbQDgm,The Supervisory Board based the level of remuneration for the members of our Executive Board on benchmark analyses of executive board pay in the MDAX.,The remuneration of our Executive Board members is aligned with executive pay standards in the MDAX.,entailment,1
PxDyySpDOK,"Another fundamentally important matter for the Company was its decision to establish a common, standardized KION process landscape combined with the implementation of a new IT system for enterprise resource planning (ERP).","Another fundamentally important matter for the Company was its decision to dismantle the previously common, standardized KION process landscape along with the removal of the existing IT system for enterprise resource planning (ERP).",structure,8
nP9Ya6i35b,"Swarm robots will soon be finding their way into warehouses, and KION will be an exclusive partner for this exciting new technology.","Swarm robots will soon be finding their way into warehouses, and KION will be an exclusive partner for this exciting new technology.",entailment,1
AXp208lovU,"If the reason for an impairment loss recognized in prior years no longer applies, the relevant pro rata impairment losses are reversed, but subject to a limit such that the carrying amount of the asset is no higher than its amortized cost.","If the reason for a recovery gain detected in prior years ceases to exist, the related pro rata recovery gains must still be enhanced, even if it means the carrying amount of the asset surpasses its amortized cost.",antonymity,0
D9YvQbxGkU,The table below shows the overall impact of this acquisition on the consolidated financial statements of KION GROUP AG based on the final figures available at the acquisition date.,The acquisition had a measurable impact on KION GROUP AG's consolidated financial statements.,entailment,1
KanMSoIC7A,Executive Committee The Executive Committee consists of four shareholder representatives and four employee representatives.,Executive Committee The Executive Committee consists of four shareholder representatives and four employee representatives.,entailment,1
H6vsZGHP2J,Close cooperation between the individual companies and the Corporate Finance division ensures that the local legal and regulatory requirements faced by foreign Group companies are taken into account in capital management.,Foreign Group companies comply with local legal and regulatory requirements in their capital management activities.,entailment,1
ASox6BWi1E,"With global resources, eleven production facilities worldwide, and regional teams of experts, Dematic is able to plan and deliver logistics solutions with varying degrees of complexity anywhere in the world.",Dematic's main competitor is planning to expand its operations to new countries next year.,neutral,6
cpgJQuSAg7,"And because sustainability does not begin and end at our factory gates, we have also widened its scope to include our suppliers and business partners.","And because sustainability does not begin and end at our factory gates, we have also widened its scope to exclude our suppliers and business partners.",structure,8
2EKbuW0A2s,"Stricter emissions standards and new energy solutions – particularly lithium-ion batteries, but also fuel cells – are also boosting demand for counterbalance trucks with an electric drive and for warehouse facilities.","Stricter emissions standards and new energy solutions – particularly lithium-ion batteries, but also fuel cells – are also boosting demand for counterbalance trucks with an electric drive and for warehouse facilities.",entailment,1
fSjev6LpeK,This gives a total dividend payout of €196.7 million.,This gives a total dividend payout of €196.7 million.,entailment,1
VAeL0yzQcC,The full year order intake from pureplay eCommerce companies increased in 2022 compared to 2021.,The full year order intake from pureplay eCommerce companies decreased in 2022 compared to 2021.,factive_antonymity,2
019gGIYXik,"The Executive Board and Supervisory Board of KION GROUP AG will propose a dividend for 2021 of €1.50 per share (2020: €0.41) to the Annual General Meeting on May 11, 2022.",Shareholders of KION GROUP AG were proposed a higher dividend for 2021 compared to 2020.,entailment,1
uSPXeGnybb,"Contract assets, which mainly related to project business in the Supply Chain Solutions segment, increased to €172.1 million (December 31, 2019: €150.2 million). ",The value of contract assets in the Supply Chain Solutions segment was higher at the end of 2019 than it was at the beginning.,entailment,1
UCC8yI4bm2,"However, the KION Group believes that the probability of occurrence for such risk and the level of risk will remain unchanged in 2023 compared with the prior year.","The KION Group anticipates that the probability of occurrence for such risk and its level will significantly increase in 2022, demonstrating a marked deviation from 2023 expectations.",temporal,9
yRSzGovpgl,The KION Group actively drives safety standards for the industry.,The KION Group has expanded its operations into new international markets this year.,neutral,6
priZUxCM5a,"EBIT for 2021 included a good level of positive non-recurring items, which amounted to income of €37.8 million (2020: expense of €65.1 million).","The positive non-recurring items in the 2021 EBIT resulted in an income of €45.2 million, contrary to 2020's expense of €65.1 million.",numeric,7
EW4RknkMau,"Broken down by customer sector, Dematic has achieved particularly strong market share in the general merchandise, grocery, and apparel sectors.",Dematic is planning to expand its market presence into the pharmaceutical sector.,neutral,6
QHiRGf3O0O,"Jorge González Sadornil said, ""Thank you very much, Rob.""",Jorge prefers coffee over tea in the mornings.,neutral,6
Hv1z04UzDJ,"Industrial Trucks & Services segment The KION Group’s portfolio of industrial trucks and services make it one of world’s leading providers of industrial trucks, based on the number of units sold (Interact Analysis, 2021).","Industrial Trucks & Services segment The KION Group’s portfolio of industrial trucks and services make it one of world’s leading providers of industrial trucks, based on the number of units sold (Interact Analysis, 2021).",entailment,1
19X39nHS4u,The Supervisory Board therefore supports the inclusion of additional female members and members from different cultural backgrounds who meet the above criteria insofar as the skills requirements are met.,The Supervisory Board therefore supports the inclusion of additional female members and members from different cultural backgrounds who meet the above criteria insofar as the skills requirements are met.,entailment,1
BPOuiDqKMb,"Taking account of shareholders, customers, employees, and other stakeholders with the aim of creating sustainable added value increases a company's potential for long-term success.",A strategy focused on sustainable value benefits not only the company but also its stakeholders.,entailment,1
NELZqfrO3E,"In Western Europe, we saw a decline of minus 4.1% in the fourth quarter, mainly driven by Germany, and ended up with an overall decline for the full year 2019 of minus 6.7%.","In Western Europe, we saw a growth of plus 4.1% in the fourth quarter, mainly driven by Germany, and ended up with an overall increase for the full year 2019 of plus 6.7%.",antonymity,0
3EPgHEFfd4,"Each plan is monitored by its own board of trustees, which oversees the running of the plan as well as its funded status and the investment strategy.",The members of the board of trustees have experience in financial management.,neutral,6
dO75LISymZ,"There was a countervailing effect from the €6.9 million addition to the retirement benefit obligation, which increased to €54.3 million.",The retirement benefit obligation was less than €54.3 million before the €6.9 million addition.,entailment,1
61rbuAMAXV,Mr. Quek will play an important role in the strategic realignment of the Company in the Chinese market over the coming years.,Mr. Quek will be involved in key decisions affecting the Company's operation in China.,entailment,1
62RlcAqHN1,Recoverability of the goodwill and brand names with indefinite useful life as recognised in the consolidated statement of financial position.,The company plans to expand into new markets next year.,neutral,6
3fbxQG71IM,"In the prior year, this item included a sum of €2.3 million for contingent liabilities assumed jointly with another shareholder of a joint venture.",The item accounted for shared contingent liabilities from a joint venture.,entailment,1
vN66SRntED,"In the event of heightened economic uncertainty or an economic downturn, including as a result of external shocks such as a global pandemic, customers tend to postpone their capital expenditure plans.",Many businesses increase their investment in digital transformation during periods of economic downturn.,neutral,6
DCseQ4QtDb,"Corporate Services The Corporate Services segment comprises holding companies and other service companies that provide services such as IT, and general administration across all segments.","Corporate Services The Corporate Services segment comprises holding companies and other service companies that provide services such as IT, and general administration across all segments.",entailment,1
qka2z3KBwl,The German Stock Corporation Act and the detailed provisions of the GCGC provide the basis for making decisions on this matter.,Personal opinions without legal backing are the primary basis for making decisions on this matter.,worldknowledge,10
v2PvMSQXVq,"Dr. Dibelius has been a member of the Supervisory Board of KION GROUP AG since 2007, but the Supervisory Board still considers him to be independent.","Dr. Dibelius has been a member of the Supervisory Board of KION GROUP AG since 2007, but the Supervisory Board still considers him to be independent.",entailment,1
NdNaM47tyz,The market for supply chain solutions delivered strong growth in 2019.,Supply chain solutions experienced increased demand in 2019.,entailment,1
jRHyjRdOXL,"Other financial liabilities (Non-current and current other financial liabilities) stood at €693.7 million as at December 31, 2022 (December 31, 2021: €652.0 million).",The increase in financial liabilities was primarily due to new loan agreements.,neutral,6
PkjpDvSGFj,"The overarching aim is for the separate financial statements, consolidated financial statements, and combined management report to be fully compliant with the relevant statutory and regulatory requirements and, in particular, the applicable financial reporting standards.","The primary goal is to ensure the separate financial statements, consolidated financial statements, and combined management report deliberately violate the relevant statutory and regulatory requirements, especially the applicable financial reporting standards.",factive_antonymity,2
VHWs9yc3Wj,"You subtract the capex of €500 million, and then there might be some room or not for other activities such as M&A.  ","You do not subtract the capex of €500 million, which means all resources are allocated, leaving no room for other activities such as M&A.",negation,5
Rm92qYE7pu,The distributable profit of KION GROUP AG for the 2022 financial year came to €111.0 million (2021: €197.1 million).,KION GROUP AG is planning to expand its product line in the next financial year.,neutral,6
RNPGy7ZbKz,"An individual one of those might be plus or minus 1,000 bucks.","The amount could vary by up to 1,000 dollars.",entailment,1
VhOMk9BbKv,"Upon initial recognition, financial liabilities in the AC category are carried at fair value, including (where applicable) directly attributable transaction costs.",The carrying amount of financial liabilities in the AC category initially includes transaction costs.,entailment,1
aB3HnT6AuC,The members of the Supervisory Board saw it as a particular positive that suggestions for improvements to the Supervisory Board’s processes resulting from the previous efficiency review had been taken up and implemented.,The members of the Supervisory Board saw it as a particular positive that challenges to the Supervisory Board's authority resulting from the previous efficiency review had been ignored and dismissed.,structure,8
l54U3Fs89t,A total net income of €373.0 million was generated in the year under review (2022: €220.6 million).,The net income increased from the previous year.,entailment,1
e3wmMM1D8U,The KPIs are mainly measured and made available to the Executive Board on a monthly basis as part of the internal reporting process.,The KPIs are mainly measured and made available to the Executive Board on a monthly basis as part of the internal reporting process.,entailment,1
zWg9yMG90i,"When the health risks of coronavirus and the resulting challenges to our business became apparent, the Supervisory Board began receiving weekly updates from the Executive Board and offered its advice and support.","When the health risks of coronavirus and the resulting challenges to our business became apparent, the Supervisory Board ceased receiving any updates from the Executive Board and withheld its advice and support.",antonymity,0
eR7gTvMQZa,"Financial services support the sale of new trucks in many markets, forming another pillar of the service business.",The development of electric trucks impacts their market price.,neutral,6
kpD5plkpl1,"Upon initial recognition, financial liabilities in the AC category are carried at fair value, including any directly attributable transaction costs.",The market for AC category financial liabilities is experiencing increased volatility.,neutral,6
ar0xO361zc,The KION Group uses amortizing payer interest-rate swaps in the same currency to hedge the risk of a change in the fair value of certain lease receivables.,The KION Group introduced the use of amortizing payer interest-rate swaps in the same currency after observing changes in the fair value of certain lease receivables.,temporal,9
BGQHLE4nxD,"Of this available credit facility, €114.6 million was drawn down as at the reporting date.",Only €75 million of the credit facility had been utilized as of the reporting date.,numeric,7
KXHjo2hU0v,The growing shortage of skilled workers is also having a positive impact on demand for automated intralogistics solutions.,The growing surplus of skilled workers is reducing the demand for automated intralogistics solutions.,antonymity,0
